gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,some high school,free/reduced,none,58,62,62
male,group D,some high school,free/reduced,completed,61,56,61
male,group E,some college,free/reduced,none,71,74,66
male,group D,high school,free/reduced,completed,37,38,34
male,group C,some high school,standard,none,56,56,51
female,group A,associate's degree,standard,completed,73,94,87
male,group D,some high school,standard,none,66,58,58
male,group C,high school,standard,none,66,69,60
male,group B,some college,free/reduced,none,38,41,38
female,group D,bachelor's degree,standard,completed,93,93,100
female,group E,master's degree,free/reduced,completed,95,100,100
male,group C,some college,standard,none,90,84,84
female,group C,high school,free/reduced,completed,49,59,62
female,group B,associate's degree,standard,none,54,69,71
male,group B,high school,standard,none,71,75,66
male,group D,bachelor's degree,free/reduced,none,85,86,84
female,group D,associate's degree,free/reduced,none,56,59,61
male,group B,associate's degree,free/reduced,none,52,51,45
male,group C,associate's degree,standard,none,72,66,64
female,group E,some college,standard,none,81,84,76
male,group C,some college,standard,none,54,60,49
female,group D,some college,free/reduced,none,79,89,87
female,group C,associate's degree,free/reduced,none,52,65,58
male,group E,some college,standard,none,94,66,70
male,group E,high school,free/reduced,completed,77,75,75
female,group C,associate's degree,standard,completed,79,77,79
female,group E,bachelor's degree,free/reduced,completed,46,72,71
female,group A,high school,standard,none,70,81,79
male,group C,some college,free/reduced,none,70,65,63
male,group D,some college,standard,none,67,56,56
male,group B,some college,standard,completed,98,97,94
male,group B,some high school,standard,none,79,71,65
female,group C,some college,standard,none,72,70,67
male,group D,some college,standard,none,76,80,82
male,group C,some high school,standard,completed,63,61,65
female,group C,associate's degree,standard,none,51,55,59
female,group C,bachelor's degree,standard,none,90,87,89
female,group C,high school,standard,none,43,53,51
female,group D,some high school,standard,completed,55,64,68
female,group D,master's degree,standard,none,77,78,87
male,group E,some college,standard,completed,83,69,72
female,group E,bachelor's degree,standard,none,76,81,78
male,group B,some college,standard,completed,96,94,89
female,group C,some high school,standard,none,27,46,40
female,group D,high school,free/reduced,completed,71,93,83
male,group E,bachelor's degree,standard,completed,89,90,90
female,group B,master's degree,standard,none,86,93,89
female,group D,master's degree,standard,none,49,63,65
male,group E,some high school,standard,completed,86,79,76
male,group A,high school,standard,none,71,71,59
female,group B,high school,free/reduced,none,61,70,60
male,group D,associate's degree,standard,completed,100,100,98
male,group A,some high school,free/reduced,completed,66,70,66
male,group B,high school,standard,none,54,40,36
male,group A,master's degree,standard,completed,89,70,78
female,group E,high school,standard,none,65,76,74
male,group C,master's degree,standard,none,69,74,64
female,group C,high school,standard,none,52,54,52
male,group C,bachelor's degree,standard,completed,87,90,87
female,group D,high school,standard,completed,75,81,83
male,group C,some college,free/reduced,completed,53,51,48
male,group E,high school,standard,completed,60,59,52
female,group C,high school,standard,completed,72,75,71
female,group A,some high school,standard,completed,72,84,89
male,group C,some high school,free/reduced,none,45,44,33
male,group C,some high school,standard,none,62,60,58
male,group D,high school,standard,none,78,75,78
male,group B,bachelor's degree,standard,completed,64,57,59
female,group E,some college,free/reduced,completed,37,51,49
male,group A,master's degree,free/reduced,completed,62,68,71
female,group E,some college,free/reduced,completed,79,88,88
male,group D,high school,free/reduced,completed,71,71,75
female,group C,some high school,standard,none,58,70,67
male,group A,some college,standard,none,84,81,80
female,group C,associate's degree,standard,completed,90,98,100
male,group C,some high school,standard,none,64,56,58
female,group C,high school,standard,none,55,60,62
female,group B,associate's degree,standard,none,69,76,62
male,group A,some college,standard,none,75,76,69
female,group B,some college,free/reduced,completed,30,48,49
female,group E,high school,standard,completed,61,65,69
male,group D,master's degree,standard,none,84,81,81
male,group C,bachelor's degree,standard,none,83,78,74
female,group C,some college,standard,none,64,71,70
female,group C,some college,standard,none,57,70,68
female,group D,bachelor's degree,standard,none,77,83,91
male,group B,high school,free/reduced,none,54,54,52
male,group D,associate's degree,free/reduced,none,82,77,76
male,group D,bachelor's degree,standard,none,84,82,86
female,group E,some high school,standard,completed,81,92,96
male,group D,some college,free/reduced,completed,56,60,61
male,group C,some high school,standard,none,39,45,35
male,group E,some high school,standard,completed,87,81,83
male,group D,some college,standard,none,83,68,71
female,group B,some high school,free/reduced,none,71,67,72
female,group C,some college,free/reduced,none,55,71,70
female,group E,some college,standard,none,38,42,39
female,group B,high school,standard,none,83,88,88
male,group C,some college,free/reduced,completed,71,68,73
female,group E,some college,free/reduced,none,48,71,67
female,group E,some high school,standard,none,74,60,62
female,group E,high school,standard,none,67,73,75
male,group C,some high school,standard,none,43,41,35
female,group B,some college,free/reduced,none,50,62,64
male,group B,some high school,free/reduced,none,56,52,49
female,group D,master's degree,standard,none,60,49,54
male,group C,bachelor's degree,free/reduced,completed,80,89,84
male,group D,high school,standard,none,57,63,55
female,group D,high school,standard,none,89,93,94
male,group A,high school,free/reduced,completed,59,55,53
male,group C,some high school,free/reduced,completed,73,68,61
female,group E,bachelor's degree,free/reduced,completed,65,73,83
male,group B,some high school,standard,completed,97,85,84
male,group D,associate's degree,standard,none,81,69,71
female,group B,high school,standard,none,65,69,66
female,group E,associate's degree,free/reduced,none,93,97,93
male,group C,some college,free/reduced,completed,58,64,56
male,group A,some high school,standard,none,61,60,53
male,group B,some college,standard,none,75,64,64
female,group D,some college,standard,none,82,97,99
male,group E,some college,standard,none,72,67,63
male,group D,some college,standard,none,57,49,51
male,group E,high school,standard,none,89,89,78
female,group C,bachelor's degree,free/reduced,completed,61,79,77
female,group D,bachelor's degree,free/reduced,none,57,71,73
male,group C,some college,standard,none,78,79,77
female,group C,some college,free/reduced,none,69,83,81
male,group D,some high school,standard,completed,67,82,76
female,group A,some college,standard,none,49,69,69
male,group D,associate's degree,standard,completed,61,74,71
female,group D,master's degree,free/reduced,completed,61,71,71
male,group C,associate's degree,standard,none,62,60,55
female,group B,bachelor's degree,free/reduced,none,34,48,47
male,group E,high school,standard,none,74,64,59
male,group C,some college,free/reduced,none,59,63,52
female,group D,high school,standard,none,83,81,90
male,group C,high school,standard,none,63,68,60
female,group C,some high school,standard,completed,46,56,56
female,group E,some high school,standard,none,73,76,78
male,group B,some college,standard,none,58,63,57
female,group A,associate's degree,standard,none,84,84,86
male,group C,some college,standard,none,64,53,54
male,group C,high school,free/reduced,none,71,66,60
male,group D,some high school,free/reduced,none,53,55,43
female,group B,associate's degree,standard,none,53,54,58
female,group A,high school,free/reduced,none,73,80,82
female,group C,associate's degree,standard,none,64,65,64
female,group B,some high school,standard,none,72,70,69
male,group E,high school,free/reduced,none,60,60,54
male,group B,bachelor's degree,free/reduced,none,65,50,59
male,group B,high school,standard,completed,83,86,85
female,group D,high school,standard,none,57,57,55
female,group E,some high school,free/reduced,none,46,55,54
female,group C,some college,standard,none,78,100,94
male,group A,some high school,free/reduced,none,62,61,60
female,group A,some high school,standard,none,64,73,67
female,group D,associate's degree,standard,none,93,100,100
female,group A,some high school,free/reduced,none,47,50,48
female,group D,associate's degree,standard,none,53,52,59
male,group B,master's degree,standard,none,81,72,66
male,group C,associate's degree,standard,completed,62,55,53
male,group B,some college,free/reduced,completed,68,64,63
female,group C,some high school,standard,completed,49,67,69
female,group D,high school,standard,none,87,97,92
female,group E,bachelor's degree,standard,completed,89,96,100
male,group C,some college,free/reduced,none,66,65,60
female,group D,some college,free/reduced,none,45,54,56
male,group E,high school,standard,none,85,76,72
male,group B,bachelor's degree,free/reduced,completed,72,86,84
female,group A,master's degree,standard,none,91,100,97
female,group B,associate's degree,standard,none,70,75,82
